sha256	bytes	source	staged	destination
5d0ea0b9b8124a82570f0b070e11b83fc7dc90fd957516a5b659c91bfeca27c3	24266	/root/projects/PartyDeck/artifacts/evidence-storage/34478725424/archives/10153396756-godot-android-3d-font-2.0-debug/attempt-01/extracted/android/runtime/3d/match/06-recents-privacy.png	/root/projects/PartyDeck/artifacts/screenshot-queue-34478725424-34480503751-viewed-v1/payload/docs/screenshots/godot-android-34478725424/godot-android-3d-font-2.0-debug/runtime/3d/match/06-recents-privacy.png	docs/screenshots/godot-android-34478725424/godot-android-3d-font-2.0-debug/runtime/3d/match/06-recents-privacy.png
5ce25495c38e1467682fb3c761e99b05e6894ba94b7d5eb70343b98984191b86	5054	/root/projects/PartyDeck/artifacts/evidence-storage/34478725424/archives/10153396756-godot-android-3d-font-2.0-debug/attempt-01/extracted/android/runtime/3d/match/06-recents-privacy.xml	/root/projects/PartyDeck/artifacts/screenshot-queue-34478725424-34480503751-viewed-v1/payload/docs/screenshots/godot-android-34478725424/godot-android-3d-font-2.0-debug/runtime/3d/match/06-recents-privacy.xml	docs/screenshots/godot-android-34478725424/godot-android-3d-font-2.0-debug/runtime/3d/match/06-recents-privacy.xml
5d0ea0b9b8124a82570f0b070e11b83fc7dc90fd957516a5b659c91bfeca27c3	24266	/root/projects/PartyDeck/artifacts/evidence-storage/34478725424/archives/10153428080-godot-android-2d-font-2.0-debug/attempt-01/extracted/android/runtime/2d/match/06-recents-privacy.png	/root/projects/PartyDeck/artifacts/screenshot-queue-34478725424-34480503751-viewed-v1/payload/docs/screenshots/godot-android-34478725424/godot-android-2d-font-2.0-debug/runtime/2d/match/06-recents-privacy.png	docs/screenshots/godot-android-34478725424/godot-android-2d-font-2.0-debug/runtime/2d/match/06-recents-privacy.png
5ce25495c38e1467682fb3c761e99b05e6894ba94b7d5eb70343b98984191b86	5054	/root/projects/PartyDeck/artifacts/evidence-storage/34478725424/archives/10153428080-godot-android-2d-font-2.0-debug/attempt-01/extracted/android/runtime/2d/match/06-recents-privacy.xml	/root/projects/PartyDeck/artifacts/screenshot-queue-34478725424-34480503751-viewed-v1/payload/docs/screenshots/godot-android-34478725424/godot-android-2d-font-2.0-debug/runtime/2d/match/06-recents-privacy.xml	docs/screenshots/godot-android-34478725424/godot-android-2d-font-2.0-debug/runtime/2d/match/06-recents-privacy.xml
a1d671fab132750072bef87181bee125ccc35de0b819edc95182cbab7a1dd3b8	176998	/root/projects/PartyDeck/artifacts/evidence-storage/34478725424/archives/10153293546-godot-android-3d-font-1.0-debug/attempt-01/extracted/android/runtime/3d/match/02-revealed.png	/root/projects/PartyDeck/artifacts/screenshot-queue-34478725424-34480503751-viewed-v1/payload/docs/screenshots/godot-android-34478725424/godot-android-3d-font-1.0-debug/runtime/3d/match/02-revealed.png	docs/screenshots/godot-android-34478725424/godot-android-3d-font-1.0-debug/runtime/3d/match/02-revealed.png
62c9204295f4d13a2e47164c1a560462dc30c46cfc500aab85c88ce02a650180	4993	/root/projects/PartyDeck/artifacts/evidence-storage/34478725424/archives/10153293546-godot-android-3d-font-1.0-debug/attempt-01/extracted/android/runtime/3d/match/02-revealed.xml	/root/projects/PartyDeck/artifacts/screenshot-queue-34478725424-34480503751-viewed-v1/payload/docs/screenshots/godot-android-34478725424/godot-android-3d-font-1.0-debug/runtime/3d/match/02-revealed.xml	docs/screenshots/godot-android-34478725424/godot-android-3d-font-1.0-debug/runtime/3d/match/02-revealed.xml
b7400928b06dec0c1dca4d306ab7544aa5e1099db399c873999e1595ff1060b5	4924	/root/projects/PartyDeck/artifacts/evidence-storage/34478725424/archives/10153293546-godot-android-3d-font-1.0-debug/attempt-01/extracted/android/runtime/3d/match/02-revealed.json	/root/projects/PartyDeck/artifacts/screenshot-queue-34478725424-34480503751-viewed-v1/payload/docs/screenshots/godot-android-34478725424/godot-android-3d-font-1.0-debug/runtime/3d/match/02-revealed.json	docs/screenshots/godot-android-34478725424/godot-android-3d-font-1.0-debug/runtime/3d/match/02-revealed.json
65057e0353a02e5e2bd19b44f3bcd0ff2d42c9e76b00c4e065ef9a8a403627d3	192327	/root/projects/PartyDeck/artifacts/evidence-storage/34478725424/archives/10153293546-godot-android-3d-font-1.0-debug/attempt-01/extracted/android/runtime/3d/match/07-resumed-concealed.png	/root/projects/PartyDeck/artifacts/screenshot-queue-34478725424-34480503751-viewed-v1/payload/docs/screenshots/godot-android-34478725424/godot-android-3d-font-1.0-debug/runtime/3d/match/07-resumed-concealed.png	docs/screenshots/godot-android-34478725424/godot-android-3d-font-1.0-debug/runtime/3d/match/07-resumed-concealed.png
62c9204295f4d13a2e47164c1a560462dc30c46cfc500aab85c88ce02a650180	4993	/root/projects/PartyDeck/artifacts/evidence-storage/34478725424/archives/10153293546-godot-android-3d-font-1.0-debug/attempt-01/extracted/android/runtime/3d/match/07-resumed-concealed.xml	/root/projects/PartyDeck/artifacts/screenshot-queue-34478725424-34480503751-viewed-v1/payload/docs/screenshots/godot-android-34478725424/godot-android-3d-font-1.0-debug/runtime/3d/match/07-resumed-concealed.xml	docs/screenshots/godot-android-34478725424/godot-android-3d-font-1.0-debug/runtime/3d/match/07-resumed-concealed.xml
7ca6d0482fa0af95397e0c172e343bf0557d504bd21ff5db5f027d43aace050d	2873	/root/projects/PartyDeck/artifacts/evidence-storage/34478725424/archives/10153293546-godot-android-3d-font-1.0-debug/attempt-01/extracted/android/runtime/3d/match/07-resumed-concealed.json	/root/projects/PartyDeck/artifacts/screenshot-queue-34478725424-34480503751-viewed-v1/payload/docs/screenshots/godot-android-34478725424/godot-android-3d-font-1.0-debug/runtime/3d/match/07-resumed-concealed.json	docs/screenshots/godot-android-34478725424/godot-android-3d-font-1.0-debug/runtime/3d/match/07-resumed-concealed.json
e822ad5c9bece664578743fc473a0bdc017b9c3e8e69230d6c35450353d1af0b	178869	/root/projects/PartyDeck/artifacts/evidence-storage/34478725424/archives/10153396756-godot-android-3d-font-2.0-debug/attempt-01/extracted/android/runtime/3d/match/02-revealed.png	/root/projects/PartyDeck/artifacts/screenshot-queue-34478725424-34480503751-viewed-v1/payload/docs/screenshots/godot-android-34478725424/godot-android-3d-font-2.0-debug/runtime/3d/match/02-revealed.png	docs/screenshots/godot-android-34478725424/godot-android-3d-font-2.0-debug/runtime/3d/match/02-revealed.png
3718da51289a2685fb9cc1e7c98482b46487a0f4adf22fca702657fcb87fd94b	4993	/root/projects/PartyDeck/artifacts/evidence-storage/34478725424/archives/10153396756-godot-android-3d-font-2.0-debug/attempt-01/extracted/android/runtime/3d/match/02-revealed.xml	/root/projects/PartyDeck/artifacts/screenshot-queue-34478725424-34480503751-viewed-v1/payload/docs/screenshots/godot-android-34478725424/godot-android-3d-font-2.0-debug/runtime/3d/match/02-revealed.xml	docs/screenshots/godot-android-34478725424/godot-android-3d-font-2.0-debug/runtime/3d/match/02-revealed.xml
fdd46812ba2b0e6a0bf77a2d33479a126b76087defa95c26c7f8e324bd8cff7a	4480	/root/projects/PartyDeck/artifacts/evidence-storage/34478725424/archives/10153396756-godot-android-3d-font-2.0-debug/attempt-01/extracted/android/runtime/3d/match/02-revealed.json	/root/projects/PartyDeck/artifacts/screenshot-queue-34478725424-34480503751-viewed-v1/payload/docs/screenshots/godot-android-34478725424/godot-android-3d-font-2.0-debug/runtime/3d/match/02-revealed.json	docs/screenshots/godot-android-34478725424/godot-android-3d-font-2.0-debug/runtime/3d/match/02-revealed.json
74fa73430db0fa15dc2c4531faab0d6b098edaae3c08998fd6c81f5faf87ebbc	177457	/root/projects/PartyDeck/artifacts/evidence-storage/34478725424/archives/10153396756-godot-android-3d-font-2.0-debug/attempt-01/extracted/android/runtime/3d/match/07-resumed-concealed.png	/root/projects/PartyDeck/artifacts/screenshot-queue-34478725424-34480503751-viewed-v1/payload/docs/screenshots/godot-android-34478725424/godot-android-3d-font-2.0-debug/runtime/3d/match/07-resumed-concealed.png	docs/screenshots/godot-android-34478725424/godot-android-3d-font-2.0-debug/runtime/3d/match/07-resumed-concealed.png
3718da51289a2685fb9cc1e7c98482b46487a0f4adf22fca702657fcb87fd94b	4993	/root/projects/PartyDeck/artifacts/evidence-storage/34478725424/archives/10153396756-godot-android-3d-font-2.0-debug/attempt-01/extracted/android/runtime/3d/match/07-resumed-concealed.xml	/root/projects/PartyDeck/artifacts/screenshot-queue-34478725424-34480503751-viewed-v1/payload/docs/screenshots/godot-android-34478725424/godot-android-3d-font-2.0-debug/runtime/3d/match/07-resumed-concealed.xml	docs/screenshots/godot-android-34478725424/godot-android-3d-font-2.0-debug/runtime/3d/match/07-resumed-concealed.xml
2b51df465cb50bf2652e8737e47d6f7a810412921fe76ae341c12b06042fa212	2810	/root/projects/PartyDeck/artifacts/evidence-storage/34478725424/archives/10153396756-godot-android-3d-font-2.0-debug/attempt-01/extracted/android/runtime/3d/match/07-resumed-concealed.json	/root/projects/PartyDeck/artifacts/screenshot-queue-34478725424-34480503751-viewed-v1/payload/docs/screenshots/godot-android-34478725424/godot-android-3d-font-2.0-debug/runtime/3d/match/07-resumed-concealed.json	docs/screenshots/godot-android-34478725424/godot-android-3d-font-2.0-debug/runtime/3d/match/07-resumed-concealed.json
d270786a54a248a9a991516c3001ec5451062d53284ca40f35409c28e1ce5fbc	7154	/root/projects/PartyDeck/artifacts/evidence-storage/34478725424/handoff.json	/root/projects/PartyDeck/artifacts/screenshot-queue-34478725424-34480503751-viewed-v1/payload/docs/screenshots/godot-android-34478725424/provenance/handoff.json	docs/screenshots/godot-android-34478725424/provenance/handoff.json
a310c5fc1f1fae1ee96b6a1b324e7428c4837012bdbf242c6b3ceb888fe9ded9	130307	/root/projects/PartyDeck/artifacts/evidence-storage/34478725424/analysis/runtime-evidence-v1.json	/root/projects/PartyDeck/artifacts/screenshot-queue-34478725424-34480503751-viewed-v1/payload/docs/screenshots/godot-android-34478725424/provenance/runtime-evidence-v1.json	docs/screenshots/godot-android-34478725424/provenance/runtime-evidence-v1.json
816d619e8a5dc995ec31f32237e2f3b6c4737daf23262f0ca0d7a507b411b329	2334	/root/projects/PartyDeck/artifacts/evidence-storage/34478725424/analysis/recents-visual-observations-v1.json	/root/projects/PartyDeck/artifacts/screenshot-queue-34478725424-34480503751-viewed-v1/payload/docs/screenshots/godot-android-34478725424/provenance/recents-visual-observations-v1.json	docs/screenshots/godot-android-34478725424/provenance/recents-visual-observations-v1.json
d8a7bfa752a541b4c8874ecd30ccce8b4f9b9efa2e91753b6600d38042c55b34	2198	/root/projects/PartyDeck/artifacts/evidence-storage/34478725424/analysis/three-d-visual-observations-v1.json	/root/projects/PartyDeck/artifacts/screenshot-queue-34478725424-34480503751-viewed-v1/payload/docs/screenshots/godot-android-34478725424/provenance/three-d-visual-observations-v1.json	docs/screenshots/godot-android-34478725424/provenance/three-d-visual-observations-v1.json
04c7d3f3bf97a054392a128aff64aaa356f8b297bf012437dbd94ade751ab629	4682	/root/projects/PartyDeck/artifacts/evidence-storage/34478725424/FINDINGS.md	/root/projects/PartyDeck/artifacts/screenshot-queue-34478725424-34480503751-viewed-v1/payload/docs/screenshots/godot-android-34478725424/provenance/FINDINGS.md	docs/screenshots/godot-android-34478725424/provenance/FINDINGS.md
8afede53f1b807d4ebe7bfbb6629849ca5c3730cfba480b7f99f842677a5ef19	1386	/root/projects/PartyDeck/artifacts/evidence-storage/comparison-34478725424-root-review/receipt.json	/root/projects/PartyDeck/artifacts/screenshot-queue-34478725424-34480503751-viewed-v1/payload/docs/screenshots/godot-android-34478725424/provenance/root-review/receipt.json	docs/screenshots/godot-android-34478725424/provenance/root-review/receipt.json
f0c55ffbebd6c8dd06de8926f2b3872f053aea674204706c0de38e88240a6dc8	83597	/root/projects/PartyDeck/artifacts/evidence-storage/ios-validate-34480503751/extracted/artifact-10155238450/build/ci/ios/godot-session/attachments/45478AA1-B877-4B9D-879B-B8C721AF43F1.png	/root/projects/PartyDeck/artifacts/screenshot-queue-34478725424-34480503751-viewed-v1/payload/docs/screenshots/godot-ios-production-34480503751/attachments/45478AA1-B877-4B9D-879B-B8C721AF43F1.png	docs/screenshots/godot-ios-production-34480503751/attachments/45478AA1-B877-4B9D-879B-B8C721AF43F1.png
ae0b63370ac8dc01dac43545f317ffbace0a1cef4cd11cf148da9a67835c9292	3151	/root/projects/PartyDeck/artifacts/evidence-storage/ios-validate-34480503751/extracted/artifact-10155238450/build/ci/ios/godot-session/attachments/3AD5C42A-665B-4FCD-AF2D-5365FEE35E8A.json	/root/projects/PartyDeck/artifacts/screenshot-queue-34478725424-34480503751-viewed-v1/payload/docs/screenshots/godot-ios-production-34480503751/attachments/3AD5C42A-665B-4FCD-AF2D-5365FEE35E8A.json	docs/screenshots/godot-ios-production-34480503751/attachments/3AD5C42A-665B-4FCD-AF2D-5365FEE35E8A.json
44df809c18bd80e1885d8d19c634530e894336ae9d2e8dc3a4925f98af750127	83444	/root/projects/PartyDeck/artifacts/evidence-storage/ios-validate-34480503751/extracted/artifact-10155238450/build/ci/ios/godot-session/attachments/71843BE7-2F20-47C3-A626-F621D9221F3E.png	/root/projects/PartyDeck/artifacts/screenshot-queue-34478725424-34480503751-viewed-v1/payload/docs/screenshots/godot-ios-production-34480503751/attachments/71843BE7-2F20-47C3-A626-F621D9221F3E.png	docs/screenshots/godot-ios-production-34480503751/attachments/71843BE7-2F20-47C3-A626-F621D9221F3E.png
d9470d38b452466256227c799c3b142bc4ae92aa440103bfc9ee620aee435167	2853	/root/projects/PartyDeck/artifacts/evidence-storage/ios-validate-34480503751/extracted/artifact-10155238450/build/ci/ios/godot-session/attachments/76E03857-ED6A-42AC-9BD4-9DE9FA4738A4.json	/root/projects/PartyDeck/artifacts/screenshot-queue-34478725424-34480503751-viewed-v1/payload/docs/screenshots/godot-ios-production-34480503751/attachments/76E03857-ED6A-42AC-9BD4-9DE9FA4738A4.json	docs/screenshots/godot-ios-production-34480503751/attachments/76E03857-ED6A-42AC-9BD4-9DE9FA4738A4.json
93c84147c267f89703c51c44b6ab618373f4a1635f08b6fef9796512f6bf9644	13695	/root/projects/PartyDeck/artifacts/evidence-storage/ios-validate-34480503751/verification/production-session-failure-review.json	/root/projects/PartyDeck/artifacts/screenshot-queue-34478725424-34480503751-viewed-v1/payload/docs/screenshots/godot-ios-production-34480503751/provenance/production-session-failure-review.json	docs/screenshots/godot-ios-production-34480503751/provenance/production-session-failure-review.json
ffbfe2cb87cd088954383e8ff2b58bfdb2d60c535a580ac2f2537a76412760b7	2094	/root/projects/PartyDeck/artifacts/evidence-storage/ios-validate-34480503751/extracted/artifact-10155238450/build/ci/ios/godot-session/test-summary.json	/root/projects/PartyDeck/artifacts/screenshot-queue-34478725424-34480503751-viewed-v1/payload/docs/screenshots/godot-ios-production-34480503751/provenance/test-summary.json	docs/screenshots/godot-ios-production-34480503751/provenance/test-summary.json
7668a9069ad63093c05bdd4d5cbef5a7afa5d4ca1bab2c6977f69c4530ff877c	10783	/root/projects/PartyDeck/artifacts/evidence-storage/ios-validate-34480503751/verification/production-tests.json	/root/projects/PartyDeck/artifacts/screenshot-queue-34478725424-34480503751-viewed-v1/payload/docs/screenshots/godot-ios-production-34480503751/provenance/production-tests.json	docs/screenshots/godot-ios-production-34480503751/provenance/production-tests.json
