--------- beginning of main
09-10 10:06:12.552   162   162 I lowmemorykiller: Using psi monitors for memory pressure detection
09-10 10:06:15.626   338   338 D vold_prepare_subdirs: Setting up mode 771 uid 0 gid 1000 context u:object_r:apex_module_data_file:s0 on path: /data/misc_de/0/apexdata/com.android.virt
09-10 10:06:15.626   338   338 D vold_prepare_subdirs: Setting up mode 771 uid 0 gid 1000 context u:object_r:apex_system_server_data_file:s0 on path: /data/misc_de/0/apexdata/com.android.wifi
09-10 10:06:15.626   338   338 D vold_prepare_subdirs: Setting up mode 771 uid 1000 gid 1000 context u:object_r:user_profile_root_file:s0:c512,c768 on path: /data/misc/profiles/cur/0
09-10 10:06:15.626   338   338 I vold_prepare_subdirs: Relabelling from u:object_r:user_profile_root_file:s0 to u:object_r:user_profile_root_file:s0:c512,c768: /data/misc/profiles/cur/0
09-10 10:06:15.626   338   338 D vold_prepare_subdirs: Setting up mode 700 uid 1000 gid 1000 context u:object_r:fingerprint_vendor_data_file:s0 on path: /data/vendor_de/0/fpdata
09-10 10:06:15.626   338   338 D vold_prepare_subdirs: Setting up mode 700 uid 1000 gid 1000 context u:object_r:face_vendor_data_file:s0 on path: /data/vendor_de/0/facedata
09-10 10:06:15.687   340   340 I derive_classpath: ParseFragments for bootclasspath
09-10 10:06:15.692   340   340 I derive_classpath: ReadClasspathFragment /apex/com.android.art/etc/classpaths/bootclasspath.pb
09-10 10:06:15.692   340   340 I derive_classpath: ReadClasspathFragment /system/etc/classpaths/bootclasspath.pb
09-10 10:06:15.692   340   340 I derive_classpath: ReadClasspathFragment /apex/com.android.adservices/etc/classpaths/bootclasspath.pb
09-10 10:06:15.692   340   340 I derive_classpath: ReadClasspathFragment /apex/com.android.appsearch/etc/classpaths/bootclasspath.pb
09-10 10:06:15.692   340   340 I derive_classpath: ReadClasspathFragment /apex/com.android.btservices/etc/classpaths/bootclasspath.pb
09-10 10:06:15.693   340   340 I derive_classpath: ReadClasspathFragment /apex/com.android.configinfrastructure/etc/classpaths/bootclasspath.pb
09-10 10:06:15.693   340   340 I derive_classpath: ReadClasspathFragment /apex/com.android.conscrypt/etc/classpaths/bootclasspath.pb
09-10 10:06:15.693   340   340 I derive_classpath: ReadClasspathFragment /apex/com.android.devicelock/etc/classpaths/bootclasspath.pb
09-10 10:06:15.693   340   340 I derive_classpath: ReadClasspathFragment /apex/com.android.healthfitness/etc/classpaths/bootclasspath.pb
09-10 10:06:15.693   340   340 I derive_classpath: ReadClasspathFragment /apex/com.android.ipsec/etc/classpaths/bootclasspath.pb
09-10 10:06:15.694   340   340 I derive_classpath: ReadClasspathFragment /apex/com.android.media/etc/classpaths/bootclasspath.pb
09-10 10:06:15.694   340   340 I derive_classpath: ReadClasspathFragment /apex/com.android.mediaprovider/etc/classpaths/bootclasspath.pb
09-10 10:06:15.694   340   340 I derive_classpath: ReadClasspathFragment /apex/com.android.nfcservices/etc/classpaths/bootclasspath.pb
09-10 10:06:15.694   340   340 I derive_classpath: ReadClasspathFragment /apex/com.android.ondevicepersonalization/etc/classpaths/bootclasspath.pb
09-10 10:06:15.694   340   340 I derive_classpath: ReadClasspathFragment /apex/com.android.os.statsd/etc/classpaths/bootclasspath.pb
09-10 10:06:15.694   340   340 I derive_classpath: ReadClasspathFragment /apex/com.android.permission/etc/classpaths/bootclasspath.pb
09-10 10:06:15.694   340   340 I derive_classpath: ReadClasspathFragment /apex/com.android.profiling/etc/classpaths/bootclasspath.pb
09-10 10:06:15.695   340   340 I derive_classpath: ReadClasspathFragment /apex/com.android.scheduling/etc/classpaths/bootclasspath.pb
09-10 10:06:15.695   340   340 I derive_classpath: ReadClasspathFragment /apex/com.android.sdkext/etc/classpaths/bootclasspath.pb
09-10 10:06:15.695   340   340 I derive_classpath: ReadClasspathFragment /apex/com.android.tethering/etc/classpaths/bootclasspath.pb
09-10 10:06:15.695   340   340 I derive_classpath: ReadClasspathFragment /apex/com.android.uwb/etc/classpaths/bootclasspath.pb
09-10 10:06:15.695   340   340 I derive_classpath: ReadClasspathFragment /apex/com.android.virt/etc/classpaths/bootclasspath.pb
09-10 10:06:15.695   340   340 I derive_classpath: ReadClasspathFragment /apex/com.android.wifi/etc/classpaths/bootclasspath.pb
09-10 10:06:15.695   340   340 I derive_classpath: ParseFragments for systemserverclasspath
09-10 10:06:15.696   340   340 I derive_classpath: ReadClasspathFragment /system/etc/classpaths/systemserverclasspath.pb
09-10 10:06:15.696   340   340 I derive_classpath: ReadClasspathFragment /apex/com.android.adservices/etc/classpaths/systemserverclasspath.pb
09-10 10:06:15.696   340   340 I derive_classpath: ReadClasspathFragment /apex/com.android.appsearch/etc/classpaths/systemserverclasspath.pb
09-10 10:06:15.697   340   340 I derive_classpath: ReadClasspathFragment /apex/com.android.art/etc/classpaths/systemserverclasspath.pb
09-10 10:06:15.697   340   340 I derive_classpath: ReadClasspathFragment /apex/com.android.btservices/etc/classpaths/systemserverclasspath.pb
09-10 10:06:15.697   340   340 I derive_classpath: ReadClasspathFragment /apex/com.android.configinfrastructure/etc/classpaths/systemserverclasspath.pb
09-10 10:06:15.697   340   340 I derive_classpath: ReadClasspathFragment /apex/com.android.devicelock/etc/classpaths/systemserverclasspath.pb
09-10 10:06:15.697   340   340 I derive_classpath: ReadClasspathFragment /apex/com.android.healthfitness/etc/classpaths/systemserverclasspath.pb
09-10 10:06:15.698   340   340 I derive_classpath: ReadClasspathFragment /apex/com.android.media/etc/classpaths/systemserverclasspath.pb
09-10 10:06:15.698   340   340 I derive_classpath: ReadClasspathFragment /apex/com.android.ondevicepersonalization/etc/classpaths/systemserverclasspath.pb
09-10 10:06:15.698   340   340 I derive_classpath: ReadClasspathFragment /apex/com.android.os.statsd/etc/classpaths/systemserverclasspath.pb
09-10 10:06:15.698   340   340 I derive_classpath: ReadClasspathFragment /apex/com.android.permission/etc/classpaths/systemserverclasspath.pb
09-10 10:06:15.698   340   340 I derive_classpath: ReadClasspathFragment /apex/com.android.profiling/etc/classpaths/systemserverclasspath.pb
09-10 10:06:15.698   340   340 I derive_classpath: ReadClasspathFragment /apex/com.android.rkpd/etc/classpaths/systemserverclasspath.pb
09-10 10:06:15.699   340   340 I derive_classpath: ReadClasspathFragment /apex/com.android.scheduling/etc/classpaths/systemserverclasspath.pb
09-10 10:06:15.699   340   340 I derive_classpath: ReadClasspathFragment /apex/com.android.tethering/etc/classpaths/systemserverclasspath.pb
09-10 10:06:15.699   340   340 I derive_classpath: ReadClasspathFragment /apex/com.android.uwb/etc/classpaths/systemserverclasspath.pb
09-10 10:06:15.699   340   340 I derive_classpath: ReadClasspathFragment /apex/com.android.virt/etc/classpaths/systemserverclasspath.pb
09-10 10:06:15.699   340   340 I derive_classpath: ReadClasspathFragment /apex/com.android.wifi/etc/classpaths/systemserverclasspath.pb
09-10 10:06:15.699   340   340 I derive_classpath: WriteClasspathExports /data/system/environ/classpath
09-10 10:06:15.699   340   340 I derive_classpath: WriteClasspathExports content
09-10 10:06:15.699   340   340 I derive_classpath: export BOOTCLASSPATH /apex/com.android.art/javalib/core-oj.jar:/apex/com.android.art/javalib/core-libart.jar:/apex/com.android.art/javalib/okhttp.jar:/apex/com.android.art/javalib/bouncycastle.jar:/apex/com.android.art/javalib/apache-xml.jar:/system/framework/framework.jar:/system/framework/framework-graphics.jar:/system/framework/framework-location.jar:/system/framework/ext.jar:/system/framework/telephony-common.jar:/system/framework/voip-common.jar:/system/framework/ims-common.jar:/apex/com.android.i18n/javalib/core-icu4j.jar:/apex/com.android.adservices/javalib/framework-adservices.jar:/apex/com.android.adservices/javalib/framework-sdksandbox.jar:/apex/com.android.appsearch/javalib/framework-appsearch.jar:/apex/com.android.btservices/javalib/framework-bluetooth.jar:/apex/com.android.configinfrastructure/javalib/framework-configinfrastructure.jar:/apex/com.android.conscrypt/javalib/conscrypt.jar:/apex/com.android.devicelock/javalib/framework-devicelock.jar:/apex/com.android.healthfitness/javalib/framework-healthfitness.jar:/apex/com.android.ipsec/javalib/android.net.ipsec.ike.jar:/apex/com.android.media/javalib/updatable-media.jar:/apex/com.android.mediaprovider/javalib/framework-mediaprovider.jar:/apex/com.android.mediaprovider/javalib/framework-pdf.jar:/apex/com.android.mediaprovider/javalib/framework-pdf-v.jar:/apex/com.android.nfcservices/javalib/framework-nfc.jar:/apex/com.android.ondevicepersonalization/javalib/framework-ondevicepersonalization.jar:/apex/com.android.os.statsd/javalib/framework-statsd.jar:/apex/com.android.permission/javalib/framework-permission.jar:/apex/com.android.permission/javalib/framework-permission-s.jar:/apex/com.android.profiling/javalib/framework-profiling.jar:/apex/com.android.scheduling/javalib/framework-scheduling.jar:/apex/com.android.sdkext/javalib/framework-sdkextensions.jar:/apex/com.android.tethering/javalib/framework-connectivity.jar:/apex/com.android.tethering/javalib/framework-connectivity-t.jar:/apex/com.android.tethering/javalib/framework-tethering.jar:/apex/com.android.uwb/javalib/framework-uwb.jar:/apex/com.android.virt/javalib/framework-virtualization.jar:/apex/com.android.wifi/javalib/framework-wifi.jar
09-10 10:06:15.699   340   340 I derive_classpath: export DEX2OATBOOTCLASSPATH /apex/com.android.art/javalib/core-oj.jar:/apex/com.android.art/javalib/core-libart.jar:/apex/com.android.art/javalib/okhttp.jar:/apex/com.android.art/javalib/bouncycastle.jar:/apex/com.android.art/javalib/apache-xml.jar:/system/framework/framework.jar:/system/framework/framework-graphics.jar:/system/framework/framework-location.jar:/system/framework/ext.jar:/system/framework/telephony-common.jar:/system/framework/voip-common.jar:/system/framework/ims-common.jar:/apex/com.android.i18n/javalib/core-icu4j.jar
09-10 10:06:15.699   340   340 I derive_classpath: export SYSTEMSERVERCLASSPATH /system/framework/com.android.location.provider.jar:/system/framework/services.jar:/apex/com.android.adservices/javalib/service-adservices.jar:/apex/com.android.adservices/javalib/service-sdksandbox.jar:/apex/com.android.appsearch/javalib/service-appsearch.jar:/apex/com.android.art/javalib/service-art.jar:/apex/com.android.configinfrastructure/javalib/service-configinfrastructure.jar:/apex/com.android.healthfitness/javalib/service-healthfitness.jar:/apex/com.android.media/javalib/service-media-s.jar:/apex/com.android.ondevicepersonalization/javalib/service-ondevicepersonalization.jar:/apex/com.android.permission/javalib/service-permission.jar:/apex/com.android.rkpd/javalib/service-rkp.jar:/apex/com.android.virt/javalib/service-virtualization.jar
09-10 10:06:15.699   340   340 I derive_classpath: export STANDALONE_SYSTEMSERVER_JARS /apex/com.android.btservices/javalib/service-bluetooth.jar:/apex/com.android.devicelock/javalib/service-devicelock.jar:/apex/com.android.os.statsd/javalib/service-statsd.jar:/apex/com.android.profiling/javalib/service-profiling.jar:/apex/com.android.scheduling/javalib/service-scheduling.jar:/apex/com.android.tethering/javalib/service-connectivity.jar:/apex/com.android.uwb/javalib/service-uwb.jar:/apex/com.android.wifi/javalib/service-wifi.jar
09-10 10:06:15.719   341   341 I art_boot: Property persist.device_config.runtime_native_boot.useartservice not set
09-10 10:06:15.838   193   193 D SoftKeymaster: system/keymaster/km_openssl/certificate_utils.cpp, Line 148: Using TAG_CERTIFICATE_NOT_BEFORE: 0
09-10 10:06:15.838   193   193 D SoftKeymaster: system/keymaster/km_openssl/certificate_utils.cpp, Line 154: Using TAG_CERTIFICATE_NOT_AFTER: 253402300799000
09-10 10:06:15.838   193   193 D SoftKeymaster: system/keymaster/km_openssl/certificate_utils.cpp, Line 159: Got certificate date params:  NotBefore = 0, NotAfter = 253402300799000
09-10 10:06:15.838   193   193 D SoftKeymaster: system/keymaster/km_openssl/certificate_utils.cpp, Line 273: Setting notBefore to 0
09-10 10:06:15.838   193   193 D SoftKeymaster: system/keymaster/km_openssl/certificate_utils.cpp, Line 282: Setting notAfter to 253402300799
09-10 10:06:15.925   342   342 I odrefresh: odrefresh terminated by exit(79)
09-10 10:06:15.988   342   342 I odrefresh: odrefresh terminated by exit(80)
09-10 10:06:16.106   361   361 W otapreopt_slot: Slot property empty.
09-10 10:06:16.631   365   365 I statsd  : Statsd starts to listen to socket.
09-10 10:06:16.645   373   373 I kcmdlinectrl: [libfstab] Using Android DT directory /proc/device-tree/firmware/android/
09-10 10:06:16.645   373   373 E kcmdlinectrl: Failed to read from misc: failed to find /misc partition
09-10 10:06:16.662   366   366 I netdClient: Skipping libnetd_client init since *we* are netd
09-10 10:06:16.676   168   168 I hwservicemanager: getFrameworkHalManifest: Reloading VINTF information.
09-10 10:06:16.676   168   168 I hwservicemanager: getFrameworkHalManifest: Reading VINTF information.
09-10 10:06:16.679   168   168 I hwservicemanager: Loaded APEX Infos from /apex/apex-info-list.xml
09-10 10:06:16.680   366   366 I netd    : netd 1.0 starting
09-10 10:06:16.680   366   366 I netd    : Pid file removed
09-10 10:06:16.680   366   366 I netd    : SIGPIPE is blocked
